VKGroup_1;VkGroup_2;Quantity;vk1_custom_id;vk2_custom_id
25752703;32194285;23;272;502
50409684;37119411;96;943;665
24098496;64497138;28;227;1123
31480508;15755094;43;470;141
30328106;36775085;20;420;653
786;37119411;52;6;665
28950133;38415798;45;363;693
30022666;4829;23;408;23
28587219;29690457;22;351;396
23213239;37119411;82;192;665
20225241;22522055;29;165;175
35113021;37119411;50;601;665
30022666;2158488;24;408;74
44759043;47679753;22;835;896
36166073;25153764;38;641;249
25346844;29302425;57;257;375
26555975;36047336;26;298;637
50409684;33338722;24;943;531
29534144;41538339;24;386;771
26858816;34215577;52;309;562
25346844;25679656;37;257;269
27797026;31752409;23;328;478
25346844;45938293;38;257;861
1177;65960786;31;10;1137
460389;34384434;29;58;572
30022666;36047336;36;408;637
48319873;15755094;21;905;141
56106344;65960786;29;1027;1137
28477986;28761941;21;348;354
29534144;34274053;127;386;565
51126445;54530371;32;953;1003
36047336;41887171;37;637;784
20629724;91453124;28;168;1304
78019879;1711;225;1238;15
28477986;35486195;22;348;618
78019879;28627911;34;1238;352
22822305;28950133;31;183;363
25153764;28556858;21;249;350
34168005;17655824;22;559;150
25336774;28122932;24;256;337
18464856;29559271;23;153;388
24946565;63731512;22;244;1119
26555975;40335272;22;298;738
73476;25153764;37;39;249
29302425;25276999;29;375;255
25153764;38415798;42;249;693
34384434;37119411;64;572;665
29534144;30559917;24;386;431
16108331;30666517;25;142;437
33769500;38379853;31;547;692
41538339;90730773;22;771;1301
36166073;28950133;43;641;363
26555975;41437811;46;298;767
24098496;48210134;26;227;902
29246653;29369218;20;373;380
30666517;39500620;29;437;721
22822305;25153764;24;183;249
33338722;37119411;84;531;665
11982368;36507793;51;120;648
65960786;41538339;22;1137;771
25346844;26776509;20;257;307
29246653;30602036;20;373;433
34274053;36047336;25;565;637
31976785;45960892;25;491;862
43215063;31480508;25;814;470
29246653;34384434;26;373;572
25817269;26127512;31;275;283
78019879;91050183;56;1238;1302
40167434;26555975;25;733;298
25153764;36775085;124;249;653
24098496;24565142;107;227;238
79863581;34274053;23;1251;565
11283947;20225241;33;116;165
78019879;41437811;103;1238;767
36008740;46117626;24;634;865
78019879;23213239;54;1238;192
65960786;28627911;20;1137;352
30022666;26307864;30;408;290
23213239;90730773;29;192;1301
35145657;37119411;55;604;665
24565142;17655824;27;238;150
29559271;36775085;67;388;653
37119411;41890491;55;665;785
22522055;31480508;23;175;470
37119411;41818823;42;665;781
24098496;25679656;38;227;269
1177;25346844;42;10;257
40167434;37119411;76;733;665
29246653;25346844;24;373;257
1177;36166073;44;10;641
36775085;40886007;30;653;755
22798006;32439535;34;182;511
29686754;90730773;36;394;1301
34168005;63133420;23;559;1114
460389;35486195;30;58;618
48319873;90730773;24;905;1301
56106344;34215577;52;1027;562
38683579;49597365;21;699;924
41437811;22522055;20;767;175
33393308;45842880;33;537;859
78019879;786;21;1238;6
36166073;48618580;30;641;912
24098496;38363244;36;227;691
29559271;31636785;26;388;476
51345945;30022666;36;960;408
43215063;48946342;21;814;916
35294456;37008294;27;614;660
24565142;34116496;28;238;556
27725748;35285306;25;325;612
38683579;31480508;30;699;470
24565142;28122932;21;238;337
35238813;41053835;23;611;760
23213239;47679753;23;192;896
50409684;36184135;28;943;642
41437811;29559271;73;767;388
78019879;22522055;31;1238;175
24098496;30179770;37;227;414
1388;29246653;27;12;373
36166073;43772432;32;641;820
29534144;40567146;30;386;746
41437811;20845272;43;767;170
28761941;28950133;27;354;363
40498005;45064245;20;742;843
932;73476;32;8;39
33769500;31976785;21;547;491
29302425;34118551;46;375;557
28950133;37008294;48;363;660
25346844;43215063;22;257;814
20629724;40575907;38;168;747
1177;35486195;31;10;618
22822305;29559271;50;183;388
30525261;28950133;25;426;363
30022666;48210134;44;408;902
32194285;36941068;36;502;658
30022666;40167434;71;408;733
25817269;41053835;30;275;760
103027469;56106344;20;1364;1027
22822305;29534144;31;183;386
2158488;34384434;24;74;572
32342123;42556983;27;504;797
932;16108331;24;8;142
20629724;25153764;26;168;249
932;11283947;75;8;116
39009769;56106344;24;706;1027
34215577;31480508;70;562;470
34116496;35349905;34;556;615
40498005;43772432;22;742;820
29559271;33393308;59;388;537
26858816;29435908;29;309;381
41437811;26858816;32;767;309
460389;28261265;22;58;342
786;29302425;27;6;375
23164653;23213239;20;190;192
26555975;31319658;25;298;465
25189523;29246653;31;250;373
113071474;180554744;27;1404;1544
30022666;35034571;21;408;595
28673372;31752409;20;353;478
65960786;31976785;23;1137;491
40167434;40575907;25;733;747
460389;43879004;23;58;822
29534144;32041317;166;386;494
22798006;15755094;51;182;141
26555975;40316705;29;298;736
41437811;17655824;38;767;150
32194285;46117626;41;502;865
29302425;48319873;29;375;905
31480508;28627911;21;470;352
39009769;36184135;33;706;642
27797026;29233217;20;328;372
73476;31513532;35;39;471
67580761;30666517;27;1150;437
26419239;26858816;27;295;309
25153764;38834885;29;249;703
41041067;42307767;32;759;792
28673372;36184135;22;353;642
26858816;31480508;50;309;470
786;65960786;20;6;1137
43215063;15755094;23;814;141
57846937;39236729;26;1046;712
78019879;460389;22;1238;58
1177;23213239;33;10;192
40167434;29302425;36;733;375
41437811;23148107;23;767;189
56106344;29559271;39;1027;388
24098496;28772416;37;227;356
48512305;56106344;25;908;1027
31976785;48940689;36;491;915
36166073;30022666;60;641;408
40886007;63899474;20;755;1120
19799369;29559271;30;163;388
38683579;48618580;27;699;912
41053835;90730773;33;760;1301
36166073;56106344;25;641;1027
32342123;95814230;21;504;1333
15755094;20845272;36;141;170
33769500;28627911;25;547;352
11982368;23482909;61;120;206
34274053;34483558;36;565;576
24098496;460389;32;227;58
460389;32194285;57;58;502
25421850;24098496;30;259;227
24098496;39281167;56;227;713
56106344;25346844;24;1027;257
30022666;36147615;73;408;639
43215063;57846937;27;814;1046
36959676;90730773;27;659;1301
30022666;51175007;30;408;954
25679656;27797026;21;269;328
69589815;58421306;80;1171;1057
36959676;46117626;25;659;865
36959676;25346844;28;659;257
78019879;932;388;1238;8
37119411;50409684;39;665;943
33393308;95543604;30;537;1330
26555975;36959676;22;298;659
36959676;24098496;31;659;227
29302425;35113021;39;375;601
57846937;41041067;26;1046;759
35486195;38379853;35;618;692
29302425;34116496;93;375;556
24713873;25679656;21;241;269
26750264;28673372;23;306;353
1177;36184135;49;10;642
29573241;32370614;22;389;506
25346844;38415798;35;257;693
26750264;28556858;21;306;350
41437811;48868052;25;767;914
27895931;460389;25;330;58
30315369;37119411;41;418;665
57846937;28477986;24;1046;348
28673372;34274053;28;353;565
20225241;33393308;32;165;537
460389;34274053;50;58;565
30022666;32708863;33;408;516
25117353;42763042;29;247;801
34274053;38415798;103;565;693
24098496;43215063;29;227;814
26750264;36184135;50;306;642
25153764;33489538;63;249;540
34483558;38415798;30;576;693
1177;34384434;23;10;572
34483558;41053835;36;576;760
25153764;35486626;37;249;620
19542789;25276999;36;161;255
23213239;41538339;32;192;771
57846937;27932995;24;1046;333
25189523;28673372;20;250;353
25153764;36047336;35;249;637
12382740;30532220;21;123;427
30525261;17655824;34;426;150
32439535;40167434;24;511;733
31976785;45613675;29;491;853
22741084;29302425;30;178;375
36166073;35113021;35;641;601
69589815;30022666;31;1171;408
22798006;34215577;61;182;562
31480508;1388;27;470;12
33769500;44759043;38;547;835
40498005;90730773;24;742;1301
25421850;38363244;27;259;691
24565142;38834885;31;238;703
27895931;29686754;23;330;394
35486195;41538339;22;618;771
30022666;43772432;33;408;820
36184135;38379853;87;642;692
25153764;26750264;34;249;306
30022666;35486195;56;408;618
30022666;41818823;21;408;781
36166073;32509740;44;641;512
50409684;43965091;51;943;825
36164349;43879004;21;640;822
29686754;34215577;45;394;562
17655824;41818823;20;150;781
23626127;35486596;31;214;619
36166073;15755094;32;641;141
460389;29534144;27;58;386
27895931;39009769;32;330;706
33393308;36047336;22;537;637
29302425;41538339;51;375;771
33769500;26858816;25;547;309
25153764;37119411;99;249;665
27797026;45613675;37;328;853
23482909;26555975;39;206;298
41041067;48210134;32;759;902
1177;27895931;35;10;330
23213239;36147615;48;192;639
460389;28761941;21;58;354
28950133;33080201;40;363;520
29559271;31480508;81;388;470
41538339;33080201;24;771;520
36166073;33769500;28;641;547
28950133;40167434;48;363;733
24098496;40498005;26;227;742
28761941;31480508;22;354;470
90730773;29302425;20;1301;375
26555975;34215577;44;298;562
57846937;46172262;22;1046;867
23213239;34199707;27;192;561
24713873;27121021;39;241;316
23475118;24613343;25;205;240
1388;45382098;69;12;849
23148107;31480508;34;189;470
18464856;29686754;21;153;394
50409684;113071474;21;943;1404
27895931;38683579;41;330;699
43215063;22798006;30;814;182
36184135;56106344;31;642;1027
22822305;34168005;28;183;559
36164349;40167434;23;640;733
1388;58737741;20;12;1066
25189523;40498005;25;250;742
33080201;40167434;28;520;733
33393308;40575907;35;537;747
23148107;30277672;22;189;417
41437811;37008294;37;767;660
1177;29686754;38;10;394
31752409;37119411;42;478;665
32015300;42541008;24;493;796
28673372;33080201;20;353;520
24565142;38683579;30;238;699
33489538;35349905;20;540;615
29302425;25189523;29;375;250
50409684;1388;109;943;12
29534144;39236729;22;386;712
1177;24713873;24;10;241
40498005;34274053;24;742;565
27797026;36184135;40;328;642
32194285;33338722;48;502;531
38379853;41538339;30;692;771
24098496;27797026;91;227;328
29559271;40575907;28;388;747
32342123;45842880;44;504;859
2237;58942429;24;17;1071
32509740;35113021;32;512;601
439;36775085;21;4;653
57846937;15755094;33;1046;141
22798006;57876954;25;182;1048
25153764;40886007;23;249;755
35486195;38834885;20;618;703
29573241;33769500;20;389;547
24713873;41053835;30;241;760
460389;103027469;25;58;1364
25421850;41041067;24;259;759
25421850;33080201;23;259;520
346191;17655824;32;52;150
29302425;29518065;45;375;385
36047336;36147615;39;637;639
22798006;460389;45;182;58
135209264;31480508;20;1459;470
29246653;26858816;29;373;309
36959676;26858816;23;659;309
29246653;48868052;25;373;914
12648877;29302425;29;125;375
29302425;35349905;89;375;615
33769500;23213239;27;547;192
29302425;38834885;51;375;703
26555975;36184135;33;298;642
12382740;28477986;34;123;348
24713873;33338722;38;241;531
6827569;30401645;21;97;423
36959676;42307767;35;659;792
57846937;28950133;28;1046;363
15365973;20629724;30;139;168
26555975;31545597;26;298;473
30022666;25153764;40;408;249
2158488;31480508;21;74;470
29302425;35145657;49;375;604
34384434;34483558;21;572;576
33393308;111634944;20;537;1397
25346844;28673372;39;257;353
60394841;69563163;26;1090;1169
26970810;38415798;20;310;693
20629724;32194285;26;168;502
50409684;46252034;25;943;868
33769500;35238813;24;547;611
34274053;90552903;33;565;1299
43215063;56106344;40;814;1027
24565142;29690457;38;238;396
36166073;36008740;22;641;634
41437811;25346844;45;767;257
25421850;34116496;28;259;556
22741084;57846937;23;178;1046
43215063;41437811;31;814;767
460389;41041067;26;58;759
51126445;84793390;25;953;1268
91050183;41437811;28;1302;767
40167434;23626127;30;733;214
34274053;79863581;22;565;1251
30022666;28950133;69;408;363
29246653;30022666;76;373;408
30666517;37119411;52;437;665
35915449;37119411;23;632;665
30559917;38363244;23;431;691
40167434;33489538;37;733;540
26858816;23148107;27;309;189
34483558;41041067;28;576;759
460389;41437811;56;58;767
29559271;43772432;26;388;820
69589815;50409684;87;1171;943
33393308;42556983;30;537;797
40498005;48210134;22;742;902
27797026;4325149;21;328;82
33489538;41827660;26;540;782
45064245;90730773;20;843;1301
17655824;25153764;46;150;249
27895931;48512305;27;330;908
78019879;43215063;30;1238;814
43215063;43772432;25;814;820
36166073;17655824;33;641;150
28950133;17655824;26;363;150
29534144;28673372;20;386;353
43772432;90730773;31;820;1301
48319873;28950133;26;905;363
460389;57876954;30;58;1048
23148107;23783750;20;189;219
23482909;37119411;53;206;665
113071474;22798006;21;1404;182
31480508;44759043;45;470;835
38683579;41827660;27;699;782
22798006;48319873;34;182;905
38683579;48512305;22;699;908
29302425;47610600;21;375;893
15755094;58737741;28;141;1066
23148107;25346844;31;189;257
29559271;40167434;75;388;733
40553536;37119411;21;745;665
40427933;49851501;24;741;930
17655824;20629724;37;150;168
34274053;41827660;31;565;782
31920990;37119411;49;487;665
41053835;48940689;25;760;915
36166073;23213239;24;641;192
33338722;35486626;24;531;620
29302425;48210134;31;375;902
69589815;72495085;24;1171;1197
6136139;34215577;20;92;562
12382740;57876954;25;123;1048
36184135;65960786;20;642;1137
22798006;35983383;36;182;633
43215063;90730773;20;814;1301
30022666;69275738;29;408;1165
35294456;41437811;37;614;767
932;25276999;26;8;255
1236;3477;22;11;20
460389;23213239;37;58;192
34215577;28627911;27;562;352
73476;26750264;20;39;306
108468;36147615;32;41;639
27797026;41053835;31;328;760
112510789;17655824;20;1401;150
31969346;36507793;27;490;648
460389;15755094;37;58;141
1388;31976785;41;12;491
12648877;47679753;20;125;896
29559271;33159467;24;388;526
23148107;28950133;28;189;363
32439535;32509740;39;511;512
23213239;57846937;30;192;1046
41538339;27797026;28;771;328
31976785;90552903;20;491;1299
50409684;58942429;236;943;1071
29559271;42763042;39;388;801
29534144;33608666;24;386;543
33769500;35349905;37;547;615
33769500;28950133;25;547;363
30525261;37008294;28;426;660
30022666;31613023;20;408;475
28587219;36184135;35;351;642
29686754;36008740;20;394;634
40167434;36775085;49;733;653
23213239;35294456;34;192;614
24565142;32194285;41;238;502
24098496;47679753;36;227;896
29573241;15755094;25;389;141
25752703;37119411;59;272;665
41053835;42763042;37;760;801
15755094;23213239;34;141;192
32194285;48618580;46;502;912
69589815;42572348;40;1171;798
45745333;31480508;26;856;470
23148107;34384434;22;189;572
36184135;51696572;21;642;963
23148107;39236729;25;189;712
23213239;24565142;53;192;238
32509740;40167434;23;512;733
25276999;34168005;25;255;559
32439535;35113021;29;511;601
25817269;41538339;20;275;771
17655824;33393308;60;150;537
41437811;1672730;21;767;69
28556858;33393308;32;350;537
460389;33338722;38;58;531
40567146;41041067;34;746;759
32439535;48618580;24;511;912
41538339;34274053;23;771;565
25679656;34274053;25;269;565
36775085;40167434;47;653;733
108468;31969346;23;41;490
35349905;36184135;28;615;642
108468;34116496;28;41;556
30602036;34215577;30;433;562
22798006;36008740;21;182;634
38683579;23213239;23;699;192
29559271;38744784;36;388;700
30022666;47679753;32;408;896
25817269;34116496;21;275;556
78019879;35983383;25;1238;633
29559271;35238813;44;388;611
29246653;40567146;38;373;746
33338722;36147615;36;531;639
26127512;63731512;22;283;1119
29534144;41525215;25;386;770
91050183;32194285;21;1302;502
69275738;34274053;23;1165;565
33080201;25153764;20;520;249
460389;31480508;58;58;470
26555975;22822305;24;298;183
65960786;35294456;33;1137;614
31976785;45012348;22;491;840
41437811;32370614;27;767;506
37119411;34274053;101;665;565
29573241;33338722;33;389;531
29302425;42763042;36;375;801
460389;26858816;54;58;309
29246653;90730773;33;373;1301
40427933;34384434;29;741;572
29302425;41041067;53;375;759
29573241;25346844;30;389;257
38683579;56106344;46;699;1027
36166073;34451036;20;641;575
38683579;28627911;28;699;352
26555975;40575907;26;298;747
23213239;44759043;32;192;835
41538339;30525261;24;771;426
36959676;48210134;31;659;902
30315369;40575907;30;418;747
30022666;33080201;38;408;520
47679753;48210134;21;896;902
29573241;28950133;20;389;363
30022666;33338722;73;408;531
57846937;29559271;60;1046;388
22822305;40567146;23;183;746
17655824;38834885;32;150;703
41041067;27797026;24;759;328
29686754;33338722;21;394;531
23148107;31976785;22;189;491
41041067;34274053;24;759;565
1672730;48149358;27;69;901
27895931;43215063;30;330;814
78019879;38683579;106;1238;699
30022666;38834885;68;408;703
460389;29246653;59;58;373
28261334;38415798;23;343;693
22822305;31480508;44;183;470
30022666;41807730;20;408;776
23213239;28673372;22;192;353
36166073;31480508;21;641;470
57846937;32708863;22;1046;516
58170807;43215063;21;1055;814
50409684;39321576;21;943;714
48319873;25346844;24;905;257
56106344;33338722;21;1027;531
32943546;36775085;25;519;653
38683579;90730773;57;699;1301
65960786;17655824;36;1137;150
22798006;40567146;42;182;746
65960786;23783750;20;1137;219
35486195;32194285;34;618;502
34215577;36941068;44;562;658
34483558;35718846;21;576;628
29559271;41053835;79;388;760
57846937;17655824;26;1046;150
24098496;36184135;80;227;642
2158488;28950133;21;74;363
34118551;41041067;23;557;759
34274053;786;20;565;6
35486195;36941068;29;618;658
41437811;30602036;29;767;433
37119411;41774259;31;665;775
26555975;23482909;74;298;206
29534144;37119411;249;386;665
24098496;20845272;56;227;170
27797026;33080201;24;328;520
27895931;30602036;21;330;433
2158488;22822305;48;74;183
38379853;46117626;27;692;865
786;29559271;29;6;388
2158488;33393308;27;74;537
29302425;30525261;62;375;426
25153764;17655824;24;249;150
30022666;491;20;408;5
28477986;29559271;60;348;388
22741084;25117353;31;178;247
24098496;1672730;71;227;69
41437811;24713873;25;767;241
78019879;25205856;682;1238;251
36184135;36959676;26;642;659
91050183;34215577;31;1302;562
22798006;103027469;20;182;1364
12382740;23148107;43;123;189
29302425;34598021;30;375;582
1388;25557243;30;12;266
17655824;27531145;27;150;321
41437811;90730773;43;767;1301
30666517;72495085;89;437;1197
32509740;37684434;21;512;675
27531145;36184135;20;321;642
41041067;41525215;33;759;770
26555975;91050183;20;298;1302
51345945;1711;23;960;15
12382740;34215577;32;123;562
24713873;36775085;20;241;653
30022666;38379853;54;408;692
26555975;37633522;31;298;674
34274053;38834885;71;565;703
30022666;37119411;232;408;665
30602036;32194285;20;433;502
36166073;38415798;30;641;693
34215577;46117626;26;562;865
43772432;37119411;24;820;665
44759043;90730773;40;835;1301
39009769;43879004;32;706;822
20629724;25752703;22;168;272
30022666;69563163;31;408;1169
29690457;90730773;21;396;1301
25205856;932;384;251;8
180554744;33769500;20;1544;547
22798006;36164349;24;182;640
32041317;38228449;21;494;688
29559271;56176916;25;388;1030
57846937;56106344;50;1046;1027
460389;32370614;29;58;506
11982368;26750264;36;120;306
25189523;28950133;38;250;363
24098496;32127188;56;227;496
25557243;31480508;31;266;470
36166073;32939817;22;641;518
26750264;48512305;25;306;908
31480508;34737049;20;470;589
28627911;32194285;51;352;502
29534144;11283947;65;386;116
30525261;60114472;23;426;1085
78019879;29064821;30;1238;366
27797026;45938293;34;328;861
78019879;93343283;36;1238;1318
34215577;27211409;21;562;318
34298047;37119411;27;566;665
20629724;25117353;37;168;247
31480508;37160097;26;470;666
41437811;42496831;27;767;793
30022666;26750264;33;408;306
35486195;42496831;20;618;793
38233726;44759043;22;689;835
29534144;31862851;23;386;484
29534144;22781583;37;386;181
37119411;121258913;28;665;1420
94;29559271;28;1;388
28556858;32194285;27;350;502
25153764;41887171;21;249;784
65960786;460389;27;1137;58
22822305;58737741;21;183;1066
31480508;26750264;34;470;306
19542789;43503600;39;161;818
25205856;33351123;22;251;532
37119411;31969346;29;665;490
15755094;41525215;21;141;770
60397113;103646103;21;1091;1366
5880263;15755094;21;89;141
932;38818986;21;8;702
25869828;29559271;20;276;388
22798006;67490365;23;182;1148
41437811;38664418;24;767;698
29302425;31862851;28;375;484
38683579;54799401;21;699;1008
78019879;135956994;38;1238;1464
34168005;40020304;29;559;730
27797026;41818823;23;328;781
25205856;91933860;89;251;1307
25205856;59570143;44;251;1079
26750264;39966877;23;306;728
25205856;26217154;54;251;286
31963425;37684434;20;489;675
33134232;34483558;23;525;576
34274053;65652356;30;565;1135
36959676;25421850;22;659;259
32342123;63731512;25;504;1119
40167434;63731512;82;733;1119
38683579;24565142;37;699;238
24089576;36147615;33;225;639
38834885;53895352;24;703;992
15755094;70034991;27;141;1176
25205856;60770247;34;251;1096
36166073;37008294;21;641;660
25346844;41053835;35;257;760
25232578;998490;20;253;61
24098496;24946565;30;227;244
24565142;40575907;23;238;747
12818778;37119411;27;128;665
30975621;38379853;22;449;692
87153802;32194285;26;1277;502
25232578;25205856;52;253;251
29559271;40567146;25;388;746
12248221;34274053;22;122;565
24136539;37119411;27;228;665
25205856;24864761;111;251;243
26406986;31969346;21;294;490
19542789;28556858;21;161;350
26127512;26750264;31;283;306
38489;27015469;22;35;311
40427933;40836944;21;741;754
78019879;52735667;22;1238;980
16466790;65652356;23;143;1135
25232578;109076216;20;253;1381
78019879;51206473;43;1238;956
28627911;33080201;23;352;520
932;35642103;22;8;626
29518065;33874468;30;385;550
29302425;26970810;38;375;310
22522055;25117353;27;175;247
31480508;52833601;28;470;981
94;31516466;53;1;472
15755094;25232578;88;141;253
29302425;108468;27;375;41
63731512;80512191;39;1119;1253
40202469;26217154;21;735;286
60246988;80799820;26;1087;1257
31976785;165599758;21;491;1522
31480508;90552903;28;470;1299
32342123;68022762;24;504;1154
29302425;32708863;31;375;516
30210603;53006456;25;415;983
38834885;41813928;21;703;778
25205856;42763042;20;251;801
38489;143106820;44;35;1475
39009769;48210134;20;706;902
16466790;76982440;35;143;1228
29302425;354372;29;375;53
37119411;152624627;28;665;1497
25117353;56106344;23;247;1027
23626127;24098496;35;214;227
37119411;41184973;21;665;765
41437811;31935454;27;767;488
460389;28556858;20;58;350
26307864;30559917;48;290;431
73476;26127512;28;39;283
33393308;41437811;20;537;767
35595350;53845179;24;622;991
22798006;33842750;20;182;549
31862851;38683579;23;484;699
26555975;19542789;22;298;161
29559271;59570143;31;388;1079
25205856;67401618;30;251;1147
35294456;35595350;25;614;622
66687279;83515968;21;1144;1265
29559271;108468;31;388;41
38489;10934386;22;35;115
33621085;36147615;24;544;639
1177;35113021;30;10;601
29302425;31805219;33;375;482
34378493;36775085;20;571;653
148115211;932;20;1488;8
24089576;15755094;28;225;141
34215577;35486626;31;562;620
36507793;49388164;26;648;922
17655824;31076033;20;150;458
78019879;42556983;32;1238;797
29686754;33118494;24;394;522
94;63731512;64;1;1119
28950133;42811897;21;363;804
30525261;32127188;29;426;496
25346844;34168005;36;257;559
25205856;44674375;32;251;833
78019879;135937265;25;1238;1463
37008294;48940689;28;660;915
1672730;26841281;24;69;308
50409684;29246653;33;943;373
44759043;34215577;20;835;562
29559271;29348258;23;388;377
78019879;90552903;32;1238;1299
29302425;41813928;46;375;778
65960786;11982368;21;1137;120
27315475;63731512;22;319;1119
25205856;93180780;47;251;1316
37119411;44409353;22;665;827
29302425;34378493;23;375;571
36166073;34486229;24;641;577
25346844;27121021;41;257;316
46252034;47256091;22;868;886
22798006;27885374;20;182;329
40167434;46252034;25;733;868
34118551;37119411;39;557;665
28477986;41053835;21;348;760
28950133;48512305;21;363;908
211437014;22822305;27;1572;183
25153764;33383239;23;249;535
33769500;51189706;27;547;955
3551694;50776724;53;79;945
36164349;48210134;21;640;902
78019879;64497138;27;1238;1123
25189523;41437811;28;250;767
5669254;65464437;35;87;1132
29684347;35486195;26;393;618
32194285;53895352;27;502;992
346191;28556858;20;52;350
30022666;31636785;30;408;476
41437811;59570143;31;767;1079
22822305;48940689;29;183;915
29559271;78019879;42;388;1238
94;36338110;56;1;647
19799369;34274053;21;163;565
60397113;69295870;29;1091;1166
23626127;27725748;27;214;325
26555975;31752409;21;298;478
108468;34215577;21;41;562
34215577;48940689;35;562;915
125004421;17568841;25;1431;149
1177;27121021;25;10;316
41437811;73476;23;767;39
32342123;37119411;40;504;665
40202469;30525261;26;735;426
25421850;26555975;21;259;298
38683579;41525215;28;699;770
43369725;60511457;28;817;1093
16466790;35349905;23;143;615
31480508;20629724;63;470;168
30936477;38683579;38;446;699
63731512;23684028;27;1119;216
35595350;4100014;22;622;81
108468;25205856;33;41;251
31480508;50348171;23;470;942
55155418;63731512;38;1012;1119
28627911;34483558;33;352;576
1711;23213239;27;15;192
23475118;24713873;23;205;241
32939817;37119411;30;518;665
32194285;41041067;44;502;759
36164349;41053835;23;640;760
29684347;41437811;27;393;767
23245066;37119411;27;194;665
25205856;85393518;21;251;1270
38683579;1672730;24;699;69
38664418;54295855;44;698;999
31076033;31969346;24;458;490
36166073;27121021;24;641;316
31480508;67580761;52;470;1150
40202469;31920990;24;735;487
63731512;54295855;30;1119;999
26776509;32041317;27;307;494
31480508;162729615;20;470;1518
40427933;4325149;34;741;82
346191;34199707;20;52;561
54682800;58712172;20;1005;1065
24946565;37119411;28;244;665
25117353;45012348;20;247;840
23553134;83013121;23;210;1263
1239834;11283947;21;62;116
32041317;46252034;27;494;868
28587219;38683579;21;351;699
87153802;15755094;20;1277;141
25117353;29559271;72;247;388
58771215;58841246;24;1067;1069
41437811;76982440;54;767;1228
31480508;106084026;53;470;1373
23213239;35595350;20;192;622
31976785;50409684;42;491;943
15755094;27725748;44;141;325
34355441;41680212;27;570;774
32194285;35294456;34;502;614
30559917;34598021;30;431;582
37495032;78423275;20;672;1240
932;148115211;43;8;1488
22798006;38462835;27;182;695
41437811;48006306;25;767;900
28627911;36775085;31;352;653
29686754;34168005;49;394;559
33769500;36326284;21;547;646
34483558;35285306;20;576;612
38489;38379853;45;35;692
31963425;32439535;22;489;511
29690457;39009769;23;396;706
22822305;25117353;42;183;247
24098496;32376169;47;227;508
32376169;36507793;20;508;648
87153802;76982440;20;1277;1228
20629724;179664673;21;168;1542
28;25232578;21;0;253
50409684;20629724;44;943;168
29534144;161516291;22;386;1514
26858816;28772416;21;309;356
3551694;12414096;21;79;124
24098496;48512305;20;227;908
30525261;39009769;32;426;706
29302425;28261334;46;375;343
38489;54898645;22;35;1009
42879402;63731512;22;808;1119
17568841;34274053;22;149;565
30602036;31038184;21;433;453
28627911;29178527;20;352;369
30447908;39009769;28;424;706
32943546;33393308;41;519;537
932;47597391;32;8;892
31976785;32615394;20;491;513
28905875;33338722;23;361;531
30666517;147415323;20;437;1486
26750264;38233726;20;306;689
35143550;37119411;20;603;665
24136539;25232578;28;228;253
25205856;73581821;32;251;1201
24098496;58737741;31;227;1066
22798006;79863581;20;182;1251
29534144;109198561;23;386;1384
30022666;34118551;30;408;557
19542789;30559917;21;161;431
63731512;81540170;23;1119;1259
40886007;50348171;24;755;942
29302425;87389803;31;375;1279
29559271;26127512;39;388;283
16466790;34866950;23;143;592
34747103;40202469;22;590;735
25117353;35486626;57;247;620
40427933;112510789;20;741;1401
24086381;43281341;46;224;815
38379853;40167434;38;692;733
78019879;51254145;62;1238;958
33769500;26750264;35;547;306
35294456;55404958;22;614;1019
40427933;87153802;24;741;1277
24565142;32376169;21;238;508
65960786;26750264;23;1137;306
1711;29246653;46;15;373
34274053;87389803;23;565;1279
26750264;35486195;32;306;618
38489;29559271;60;35;388
29534144;67490365;29;386;1148
25232578;41813774;21;253;777
34215577;27725748;22;562;325
27532326;37119411;23;322;665
58942429;60021830;31;1071;1082
40202469;33080201;22;735;520
33301261;37119411;22;529;665
25205856;128254611;31;251;1443
69589815;34274053;24;1171;565
29534144;24864761;36;386;243
12648877;3551694;23;125;79
34215577;42879402;32;562;808
24098496;34543413;20;227;580
29559271;34486229;24;388;577
34215577;44554509;20;562;831
25205856;52537634;34;251;977
29246653;44781847;23;373;836
25205856;154631231;35;251;1501
28950133;38744784;21;363;700
34215577;30022666;56;562;408
28627911;29832607;23;352;402
31480508;66036248;21;470;1138
25117353;30559917;43;247;431
25205856;53921002;21;251;994
12648877;24098496;40;125;227
932;62285932;74;8;1105
40167434;20845272;26;733;170
33769500;15548215;21;547;140
25346844;41525215;23;257;770
36775085;39009769;23;653;706
28761941;34483558;26;354;576
24098496;41818823;30;227;781
38379853;42307767;23;692;792
29302425;32015300;30;375;493
20225241;28261334;28;165;343
29559271;26970810;20;388;310
3551694;209972058;27;79;1568
63731512;25232578;29;1119;253
40427933;68995594;33;741;1162
24421364;40567146;21;236;746
19542789;74404187;24;161;1208
73476;32194285;23;39;502
29518065;4325149;22;385;82
35294456;56106344;21;614;1027
24713873;34274053;39;241;565
35113021;63731512;25;601;1119
35349905;76982440;24;615;1228
29559271;32015300;33;388;493
11982368;44759043;21;120;835
65464437;97242765;34;1132;1339
40202469;30559917;23;735;431
39009769;41813928;28;706;778
44759043;26555975;22;835;298
25679656;40167434;22;269;733
4325149;35349905;26;82;615
