VKGroup_1;VkGroup_2;Quantity
31480508;24565142;42
932;84793390;27
31547740;34274053;29
30767675;33393308;28
23213239;45091870;20
34274053;41774259;22
91933860;26356004;25
24098496;932;28
30602036;90634038;21
37008294;76982440;38
15548215;76982440;35
24098496;25570041;38
26970810;34199707;22
40202469;30666517;26
30022666;31428243;26
40427933;460389;29
26858816;35145657;35
15755094;74404187;26
33080201;41525215;20
38683579;25232578;26
65960786;42968101;23
31636785;34116496;20
25205856;66687279;62
73476;36941068;20
211437014;32041317;23
27725748;31513532;21
24098496;27041765;29
32943546;74404187;49
38683579;42307767;41
31935454;33393308;44
40202469;69563163;22
36507793;37119411;63
108468;25117353;35
41437811;26555975;21
37119411;26112272;39
27797026;32194285;48
29559271;31513532;48
25205856;38363244;26
22798006;25752703;34
25205856;35292550;28
26555975;53782768;23
28;34274053;21
31935454;41813928;23
8814453;53845179;20
40427933;60114472;21
90730773;42811897;21
25205856;55264762;20
28627911;38233726;25
26456494;37119411;20
28477986;63731512;29
63731512;31516466;20
11982368;25117353;36
31976785;67580761;44
28950133;29832607;26
36507793;16466790;29
36507793;62655504;20
36507793;95543604;34
32041317;32943546;56
1672730;35349905;30
1177;26127512;22
31805219;42541008;22
29302425;53845179;28
16466790;23553134;21
30022666;31920990;37
34215577;38683579;77
63731512;78004698;21
22798006;44759043;40
26112272;41171744;22
40498005;42092461;20
40167434;17568841;23
25205856;53845179;35
25205856;49388164;45
41041067;63731512;30
36008740;39009769;27
30022666;34238786;22
37008294;57354358;24
32509740;42541008;22
37119411;40335272;33
32194285;25117353;39
27531145;37119411;30
29534144;34035188;29
20845272;63731512;25
40202469;22798006;47
17655824;33874468;21
20845272;41890491;20
932;25557243;33
30602036;25557243;25
32194285;27725748;44
50409684;32041317;31
74404187;11283947;21
25205856;70228347;24
31428243;34274053;33
20845272;25557243;20
29302425;34486229;36
39321576;36047336;20
31480508;125004421;40
30525261;38415798;28
346191;30022666;25
28261334;32194285;21
22798006;23684028;33
25205856;34866950;36
16466790;42496831;28
78019879;29518065;24
26858816;34199707;31
1711;34199707;24
31478728;37119411;28
25117353;20629724;21
23684028;34274053;23
22798006;32708863;23
31920990;51254145;23
35486195;63731512;40
30210603;53916844;20
3551694;25603109;26
29534144;78019879;100
11982368;19720218;22
36166073;23626127;27
27895931;36147615;23
23482909;63731512;31
17568841;42496831;26
22522055;24098496;29
40427933;34737049;31
29534144;37948240;28
31480508;45770903;20
34274053;39009769;30
27725748;29559271;41
25117353;33445697;20
25205856;41818823;34
57846937;37008294;24
34378493;36184135;26
41041067;45938293;33
15755094;40886007;25
32509740;44759043;28
42496831;76479892;23
17655824;28587219;20
34378493;36147615;25
31480508;88497493;29
63731512;88497493;24
27932995;63731512;40
24098496;25336774;54
33489538;41813928;29
29246653;37008294;25
108468;48940689;27
24421364;28950133;25
40202469;220177434;36
25205856;33592301;25
34274053;74404187;32
78019879;29690457;28
30525261;34889014;20
17655824;34384434;27
29686754;39733006;20
31976785;72495085;35
29246653;29832607;20
31480508;29832607;25
11982368;37633522;22
31513532;34116496;22
40427933;11283947;32
43369725;65464437;35
26750264;32943546;20
55662720;24098496;28
25346844;25421850;28
22798006;346191;24
30666517;78019879;23
38683579;35349905;35
30559917;32131490;25
56106344;101436686;22
932;11982368;28
25205856;37008294;123
20629724;34274053;49
25205856;32127188;56
78019879;69671264;29
23213239;35238813;26
85330;36507793;25
30022666;31786047;24
4325149;23482909;30
51345945;63731512;30
31480508;25557243;68
37119411;37911280;29
28362355;38683579;22
28627911;34298047;22
346191;27797026;29
41437811;101982925;20
34215577;56106344;88
37008294;63731512;47
25570041;54682800;20
32615394;38683579;23
29302425;36692222;31
32194285;34598021;22
46101364;50911295;21
34305040;63731512;42
43772432;25117353;21
25205856;25813425;20
25421850;35349905;32
25205856;25421850;39
33769500;36047336;28
25817269;25869828;21
25205856;29534144;226
11283947;24086381;32
29559271;23170931;22
57354358;66036248;56
41538339;43772432;21
27725748;34168005;28
20845272;91989663;20
27797026;23553134;22
37119411;68047195;20
16945011;24098496;20
66687279;78019879;23
25205856;15365973;20
38489;32439535;33
27532326;36184135;21
29832607;31976785;25
31862851;32194285;20
25205856;111634944;43
37119411;20629724;24
22798006;23475118;28
25205856;30086880;20
6386;11982368;20
28950133;33291029;21
38462835;63731512;23
15755094;25153764;51
34215577;29534144;49
31480508;45091870;24
26858816;37119411;69
460389;50409684;20
24098496;32169030;27
30559917;47696395;29
31480508;32041317;127
12648877;25117353;23
25205856;31319658;65
932;23213239;22
26970810;32439535;21
73476;29690457;28
4325149;32194285;42
27917858;55310751;20
32194285;63731512;108
932;54530371;67
78019879;33538623;37
24098496;25813425;30
38489;25346844;35
31480508;83515968;28
25232578;24565142;23
25117353;38683579;52
38683579;47696395;27
34215577;42307767;26
40202469;26284064;20
48512305;37119411;25
40202469;1239834;26
25153764;78019879;31
932;60511457;20
37119411;36775085;27
25205856;90730773;76
31480508;52171320;22
26750264;26776509;23
34215577;91933860;20
26356004;7984081;39
32194285;33383239;26
26858816;41053835;26
40202469;53006456;41
40202469;48587079;91
65960786;76982440;21
16466790;24098496;23
25752703;76982440;22
5486;53066484;23
26750264;34274053;71
36775085;74058720;20
78019879;23626127;32
40427933;22522055;20
36166073;26750264;40
40202469;46038605;25
78019879;173165484;20
31935454;41057556;21
78019879;135856652;23
20629724;25557243;35
37119411;36507793;50
38683579;42541008;38
36507793;63442801;26
29302425;29684347;21
26356004;62285932;33
25421850;33769500;26
78019879;28556858;23
25557243;182873218;21
30525261;31478728;25
29534144;120254617;29
26970810;27797026;27
4325149;25232578;45
35486195;36184135;48
29518065;31963425;20
29534144;38415798;76
35294456;52537634;28
53845179;54295855;21
55310751;78019879;58
78019879;31545597;34
36147615;66036248;27
23213239;28362355;21
27121021;38462835;20
78019879;91453124;32
33338722;36047336;21
1711;33393308;29
24098496;43879004;26
36184135;47696395;27
37119411;69275738;32
25117353;29178527;27
25205856;71347359;20
38379853;38462835;22
49840023;37119411;28
31480508;30539192;21
29573241;35145657;27
26970810;35486195;28
23164653;29686754;22
29832607;32194285;23
30666517;41437811;20
41437811;38233726;21
24098496;79863581;25
28950133;39321576;40
25117353;34199707;28
57846937;36775802;87
40202469;29725517;66
24098496;79042454;21
24098496;38415798;86
29534144;25346844;38
25205856;55404958;36
3551694;32439535;24
36507793;38683579;30
22798006;23611958;24
25205856;106084026;35
24098496;69275738;36
73476;35349905;20
29302425;39321576;75
29534144;93429434;22
30022666;1980;21
24421364;36775085;20
31545597;36775085;20
44759043;66036248;21
30666517;34274053;25
22942343;36775085;23
25205856;38379853;25
41813928;41813993;32
24086381;73965718;40
25232578;41437811;24
24098496;40567146;28
54295855;94791640;45
23213239;76982440;35
34274053;38905391;32
28950133;37684434;21
30559917;34483558;40
78019879;94791640;118
23482909;36147615;20
87153802;29534144;25
1711;90552903;22
37119411;68995594;50
32194285;32375815;29
29559271;41041067;75
24098496;24713873;54
31480508;12382740;21
932;34737049;77
36775085;49597365;20
1177;31280477;40
25117353;25813425;25
30210603;1616899;20
32041317;41437811;39
22942343;25117353;28
363406;37119411;21
29302425;41109472;25
17655824;19074642;20
38683579;63731512;119
29534144;24086381;61
35154753;41680212;40
32194285;23684028;23
29690457;35486626;21
40202469;65091254;29
23684028;27098092;21
78019879;87153802;42
23475118;29684347;23
26970810;36184135;25
26970810;28556858;25
38683579;47610608;22
25205856;106849164;22
29534144;101982925;21
58771215;3960;25
28950133;36775085;42
40427933;135856652;27
108468;54295855;20
41437811;49962921;21
30022666;33134232;29
26750264;27532326;22
29534144;76477496;35
23164653;32194285;27
22798006;36868476;21
19542789;30210603;36
42968101;63731512;44
30210603;41053835;32
29559271;32939817;22
29690457;41437811;30
38489;132028676;23
78019879;147845620;26
37119411;62002392;29
28556858;34483558;33
34215577;28122932;26
1711;26858816;24
460389;108468;24
29302425;36326284;26
29686754;39009769;42
25205856;33134232;21
25205856;76875894;38
40498005;37119411;33
25153764;31636785;27
26555975;37119411;140
24098496;33393308;122
33489538;40167434;23
29534144;108468;46
40427933;24086381;20
73476;41813928;27
29518065;34116496;25
11982368;41814056;23
41437811;90552903;25
31545597;32041317;20
73476;25232578;20
29534144;31935454;83
1177;24182684;38
48413872;63731512;22
30022666;35486596;27
26750264;32615394;20
25205856;33769500;47
27797026;30975621;22
40202469;41565408;25
31480508;38664418;35
32194285;51068271;21
15548215;26555975;20
36008740;34168005;20
31480508;78019879;52
25205856;33415527;73
37119411;36147615;36
28950133;30666517;34
74404187;80512191;38
31976785;51189706;31
23626127;38415798;26
41437811;43215063;28
24098496;29518065;47
12818778;29559271;21
25153764;32376169;26
37119411;40575907;39
11982368;54682800;25
41437811;48210134;29
35595350;88497493;24
31935454;49866476;31
27797026;40182105;22
40167434;68995594;31
28129783;32127188;20
29302425;41813993;21
32439535;34580489;23
41437811;74404187;32
32194285;33874468;32
30210603;3551694;29
30022666;55155418;24
28627911;28673372;23
30559917;36184135;39
8814453;78019879;65
29445319;29716377;23
26750264;78019879;24
78019879;82267971;21
26970810;30022666;22
37119411;35349905;37
65464437;34305040;32
26555975;33415527;20
78423275;93429434;33
34274053;34598021;21
78019879;123560719;42
29686754;32127188;47
4325149;42706552;24
33393308;46252034;32
60562341;3551694;22
26750264;41827660;20
32127188;34274053;52
35349905;40167434;24
36775802;46521427;28
37119411;58636773;22
25205856;44554509;24
4100014;78423275;25
50409684;34274053;71
4325149;35385290;22
34199707;51189706;20
26750264;57846937;31
15365973;37119411;25
39444069;37119411;20
65960786;68995594;29
26750264;36047336;22
38233726;29348258;23
15755094;35294456;22
26555975;30558759;22
34116496;40575907;21
31480508;48940689;48
24098496;20629724;50
29559271;38664418;22
25232578;63731512;69
58737741;36775085;20
58060828;129374008;20
50409684;30315369;80
29559271;49840023;24
31976785;22822305;30
40202469;40167434;31
40202469;36166073;28
32041317;83515968;36
1177;43503600;20
34215577;79863581;26
31976785;24098496;39
15365973;63731512;22
26750264;34384434;29
30525261;31513532;25
48539843;63731512;39
40202469;39321576;59
25205856;26555975;39
15365973;36507793;20
41437811;65464437;21
34215577;25117353;52
44759043;59570143;23
25205856;49290676;26
65960786;58737741;29
460389;34483558;28
33393308;76982440;69
28261334;72495085;20
36147615;39009769;28
4325149;26112272;47
38489;73476;25
60397113;35154753;21
27725748;31545597;22
31547740;34215577;27
32194285;53782768;31
1711;32194285;74
22798006;31805219;32
67580761;32041317;23
12648877;58737741;23
27121021;32194285;27
1177;29832607;20
26307864;28627911;25
346191;34483558;21
29302425;33769500;43
25153764;36184135;31
24421364;38683579;29
30748170;43369725;43
31935454;32943546;20
24098496;27121021;31
29534144;33134232;21
16466790;66036248;35
32943546;38818986;32
78019879;128176420;31
25205856;9471321;42
31480508;9471321;20
25232578;40316705;29
24098496;998490;27
30513532;57354358;22
24098496;41813993;37
34215577;106084026;57
4325149;31112617;21
106084026;34274053;20
30602036;57846937;26
30022666;25752703;25
25117353;44759043;42
26750264;38415798;44
30022666;32342123;32
25346844;31862851;20
76982440;80358348;21
36959676;39321576;24
932;1694;49
30210603;30662716;22
29559271;37911280;37
32194285;34305040;37
38489;39441344;20
27725748;28587219;24
40167434;1980;20
50409684;29914275;47
11283947;65652356;20
40202469;68995594;38
22942343;32194285;27
29534144;35486596;25
30315369;63731512;25
78019879;154631231;36
25346844;60114472;20
22798006;25117353;77
24089576;38415798;23
78019879;126577005;60
4325149;29534144;28
78019879;70493648;32
42968101;34274053;21
24421364;25205856;21
25117353;37948240;20
23553134;33338722;20
29534144;32178321;21
3551694;110581128;26
38489;150293551;20
23464016;48587079;22
17655824;33489538;29
31976785;106084026;28
25205856;70195147;38
15755094;16466790;33
15755094;29064821;27
1711;28627911;36
50409684;53895352;21
36507793;68171501;27
32041317;76982440;66
32194285;32376169;26
33621085;41813928;25
33338722;63731512;50
36775085;53895352;21
20845272;35486626;20
20845272;69563163;25
78019879;85393518;21
78019879;159858626;23
40202469;71723522;25
66687279;74404187;26
19542789;73662138;28
57846937;23553134;26
29559271;52905059;27
41437811;41813928;46
30022666;33874468;53
34274053;59592700;22
40202469;26127512;20
31752409;39009769;23
54295855;37495032;68
58060828;5669254;25
25232578;25336774;28
29559271;37008294;67
36166073;38683579;45
22822305;23553134;37
31480508;150550417;34
24098496;41525215;45
25758;22631975;30
20225241;30022666;27
29559271;26112272;24
27797026;32708863;34
11982368;38415798;44
33393308;51873373;32
50911295;63731512;26
31480508;36775802;44
40202469;44759043;43
29534144;45012348;20
41437811;51254145;47
30022666;48652426;21
11982368;25205856;66
22798006;27895931;44
26750264;27932995;30
30022666;41883468;36
460389;27932995;29
40202469;17414822;21
63731512;94791640;20
25205856;42706552;62
31480508;118857930;23
33769500;28981879;23
54295855;78423275;38
34116496;34305040;20
33338722;36184135;23
94;22935907;21
36047336;41814056;21
30748170;68033975;21
1177;40167434;44
27725748;30975621;21
29302425;29832607;40
29534144;112510789;31
25153764;49597365;20
43503600;63731512;22
40202469;60114472;27
25346844;48210134;20
11982368;22822305;32
37119411;63146755;21
25205856;76456136;22
32194285;36959676;21
49962921;53066484;20
22798006;30210603;29
25421850;24565142;24
36507793;41814056;21
36166073;31513532;26
78019879;133029999;25
30022666;41589556;20
25232578;35595350;24
1711;25421850;30
23482909;35595350;22
29559271;15548215;27
78019879;35598590;21
29559271;44674375;21
36775802;31480508;28
32509740;51189706;22
25421850;31805219;20
65464437;43369725;116
17655824;28950133;46
24565142;65652356;22
30022666;60114472;46
25679656;38683579;37
78019879;2089898;22
32376169;42496831;23
40202469;36516005;28
94;49684148;23
57846937;209976560;21
17655824;41813928;29
15755094;38834885;41
15755094;37008294;49
29534144;42923159;45
25205856;89304991;28
68171501;78423275;32
25153764;32943546;28
30559917;37119411;57
25346844;33080201;25
28261334;36507793;60
23413726;40202469;28
354372;30666517;21
25205856;33393308;204
40202469;41437811;43
78019879;125749731;32
32169030;63731512;20
26750264;27797026;42
34274053;60114472;23
57846937;63731512;75
11982368;58712172;21
24565142;31935454;25
19542789;37119411;54
34305040;36507793;20
29559271;44743077;22
38489;90730773;43
24098496;25873533;23
41437811;41883468;31
34451036;39009769;21
17568841;37008294;20
33621085;23553134;22
30525261;29559271;43
25205856;65652356;32
23995866;37119411;23
24098496;16466790;44
40427933;23611958;20
29534144;24098496;144
43215063;59570143;21
2158488;25336774;21
31480508;32615394;24
27797026;42811897;25
180554744;37119411;23
48940689;63731512;36
22942343;24098496;33
4325149;33874468;26
40202469;32943546;35
30602036;53782768;20
29684347;24098496;23
30666517;51016572;21
1711;22798006;61
87153802;36147615;21
32509740;39009769;30
25205856;35143550;20
25557243;54295855;20
25117353;37160097;21
32041317;103133619;22
34168005;42296923;24
30210603;151288610;35
19524796;37119411;29
40202469;23304496;25
15755094;29246653;21
78019879;25869828;22
29534144;90552903;24
24098496;79459310;20
30666517;74404187;30
29302425;44759043;58
26858816;41538339;20
25232578;24098496;29
25205856;24396213;23
30559917;28556858;29
1980;23684028;20
31752409;32194285;26
