VKGroup_1;VkGroup_2;Quantity
26555975;34215577;44
57846937;46172262;22
23213239;34199707;27
24713873;27121021;39
23475118;24613343;25
1388;45382098;69
23148107;31480508;34
18464856;29686754;21
50409684;113071474;21
27895931;38683579;41
43215063;22798006;30
36184135;56106344;31
22822305;34168005;28
36164349;40167434;23
1388;58737741;20
25189523;40498005;25
33080201;40167434;28
33393308;40575907;35
23148107;30277672;22
41437811;37008294;37
1177;29686754;38
31752409;37119411;42
32015300;42541008;24
28673372;33080201;20
24565142;38683579;30
33489538;35349905;20
29302425;25189523;29
50409684;1388;109
29534144;39236729;22
1177;24713873;24
40498005;34274053;24
27797026;36184135;40
32194285;33338722;48
38379853;41538339;30
24098496;27797026;91
29559271;40575907;28
32342123;45842880;44
2237;58942429;24
32509740;35113021;32
439;36775085;21
57846937;15755094;33
22798006;57876954;25
25153764;40886007;23
35486195;38834885;20
29573241;33769500;20
24713873;41053835;30
460389;103027469;25
25421850;41041067;24
25421850;33080201;23
346191;17655824;32
29302425;29518065;45
36047336;36147615;39
22798006;460389;45
135209264;31480508;20
29246653;26858816;29
36959676;26858816;23
29246653;48868052;25
12648877;29302425;29
29302425;35349905;89
33769500;23213239;27
29302425;38834885;51
26555975;36184135;33
12382740;28477986;34
24713873;33338722;38
6827569;30401645;21
36959676;42307767;35
57846937;28950133;28
15365973;20629724;30
26555975;31545597;26
30022666;25153764;40
2158488;31480508;21
29302425;35145657;49
34384434;34483558;21
33393308;111634944;20
25346844;28673372;39
60394841;69563163;26
26970810;38415798;20
20629724;32194285;26
50409684;46252034;25
33769500;35238813;24
34274053;90552903;33
43215063;56106344;40
24565142;29690457;38
36166073;36008740;22
41437811;25346844;45
25421850;34116496;28
22741084;57846937;23
43215063;41437811;31
460389;41041067;26
51126445;84793390;25
91050183;41437811;28
40167434;23626127;30
34274053;79863581;22
30022666;28950133;69
29246653;30022666;76
30666517;37119411;52
35915449;37119411;23
30559917;38363244;23
40167434;33489538;37
26858816;23148107;27
34483558;41041067;28
460389;41437811;56
29559271;43772432;26
69589815;50409684;87
33393308;42556983;30
40498005;48210134;22
27797026;4325149;21
33489538;41827660;26
45064245;90730773;20
17655824;25153764;46
27895931;48512305;27
78019879;43215063;30
43215063;43772432;25
36166073;17655824;33
28950133;17655824;26
29534144;28673372;20
43772432;90730773;31
48319873;28950133;26
460389;57876954;30
23148107;23783750;20
23482909;37119411;53
113071474;22798006;21
31480508;44759043;45
38683579;41827660;27
22798006;48319873;34
38683579;48512305;22
29302425;47610600;21
15755094;58737741;28
23148107;25346844;31
29559271;40167434;75
40553536;37119411;21
40427933;49851501;24
17655824;20629724;37
34274053;41827660;31
31920990;37119411;49
41053835;48940689;25
36166073;23213239;24
33338722;35486626;24
29302425;48210134;31
69589815;72495085;24
6136139;34215577;20
12382740;57876954;25
36184135;65960786;20
22798006;35983383;36
43215063;90730773;20
30022666;69275738;29
35294456;41437811;37
932;25276999;26
1236;3477;22
460389;23213239;37
34215577;28627911;27
73476;26750264;20
108468;36147615;32
27797026;41053835;31
112510789;17655824;20
31969346;36507793;27
460389;15755094;37
1388;31976785;41
12648877;47679753;20
29559271;33159467;24
23148107;28950133;28
32439535;32509740;39
23213239;57846937;30
41538339;27797026;28
31976785;90552903;20
50409684;58942429;236
29559271;42763042;39
29534144;33608666;24
33769500;35349905;37
33769500;28950133;25
30525261;37008294;28
30022666;31613023;20
28587219;36184135;35
29686754;36008740;20
40167434;36775085;49
23213239;35294456;34
24565142;32194285;41
24098496;47679753;36
29573241;15755094;25
25752703;37119411;59
41053835;42763042;37
15755094;23213239;34
32194285;48618580;46
69589815;42572348;40
45745333;31480508;26
23148107;34384434;22
36184135;51696572;21
23148107;39236729;25
23213239;24565142;53
32509740;40167434;23
25276999;34168005;25
32439535;35113021;29
25817269;41538339;20
17655824;33393308;60
41437811;1672730;21
28556858;33393308;32
460389;33338722;38
40567146;41041067;34
32439535;48618580;24
41538339;34274053;23
25679656;34274053;25
36775085;40167434;47
108468;31969346;23
35349905;36184135;28
108468;34116496;28
30602036;34215577;30
22798006;36008740;21
38683579;23213239;23
29559271;38744784;36
30022666;47679753;32
25817269;34116496;21
78019879;35983383;25
29559271;35238813;44
29246653;40567146;38
33338722;36147615;36
26127512;63731512;22
29534144;41525215;25
91050183;32194285;21
69275738;34274053;23
33080201;25153764;20
460389;31480508;58
26555975;22822305;24
65960786;35294456;33
31976785;45012348;22
41437811;32370614;27
37119411;34274053;101
29573241;33338722;33
29302425;42763042;36
460389;26858816;54
29246653;90730773;33
40427933;34384434;29
29302425;41041067;53
29573241;25346844;30
38683579;56106344;46
36166073;34451036;20
38683579;28627911;28
26555975;40575907;26
23213239;44759043;32
41538339;30525261;24
36959676;48210134;31
30315369;40575907;30
30022666;33080201;38
47679753;48210134;21
29573241;28950133;20
30022666;33338722;73
57846937;29559271;60
22822305;40567146;23
17655824;38834885;32
41041067;27797026;24
29686754;33338722;21
23148107;31976785;22
41041067;34274053;24
1672730;48149358;27
27895931;43215063;30
78019879;38683579;106
30022666;38834885;68
460389;29246653;59
28261334;38415798;23
22822305;31480508;44
30022666;41807730;20
23213239;28673372;22
36166073;31480508;21
57846937;32708863;22
58170807;43215063;21
50409684;39321576;21
48319873;25346844;24
56106344;33338722;21
32943546;36775085;25
38683579;90730773;57
65960786;17655824;36
22798006;40567146;42
65960786;23783750;20
35486195;32194285;34
34215577;36941068;44
34483558;35718846;21
29559271;41053835;79
57846937;17655824;26
24098496;36184135;80
2158488;28950133;21
34118551;41041067;23
34274053;786;20
35486195;36941068;29
41437811;30602036;29
37119411;41774259;31
26555975;23482909;74
29534144;37119411;249
24098496;20845272;56
27797026;33080201;24
27895931;30602036;21
2158488;22822305;48
38379853;46117626;27
786;29559271;29
2158488;33393308;27
29302425;30525261;62
25153764;17655824;24
30022666;491;20
28477986;29559271;60
22741084;25117353;31
24098496;1672730;71
41437811;24713873;25
78019879;25205856;682
36184135;36959676;26
91050183;34215577;31
22798006;103027469;20
12382740;23148107;43
29302425;34598021;30
1388;25557243;30
17655824;27531145;27
41437811;90730773;43
30666517;72495085;89
32509740;37684434;21
27531145;36184135;20
41041067;41525215;33
26555975;91050183;20
51345945;1711;23
12382740;34215577;32
24713873;36775085;20
30022666;38379853;54
26555975;37633522;31
34274053;38834885;71
30022666;37119411;232
30602036;32194285;20
36166073;38415798;30
34215577;46117626;26
43772432;37119411;24
44759043;90730773;40
39009769;43879004;32
20629724;25752703;22
30022666;69563163;31
29690457;90730773;21
25205856;932;384
180554744;33769500;20
22798006;36164349;24
32041317;38228449;21
29559271;56176916;25
57846937;56106344;50
460389;32370614;29
11982368;26750264;36
25189523;28950133;38
24098496;32127188;56
25557243;31480508;31
36166073;32939817;22
26750264;48512305;25
31480508;34737049;20
28627911;32194285;51
29534144;11283947;65
30525261;60114472;23
78019879;29064821;30
27797026;45938293;34
78019879;93343283;36
34215577;27211409;21
34298047;37119411;27
20629724;25117353;37
31480508;37160097;26
41437811;42496831;27
30022666;26750264;33
35486195;42496831;20
38233726;44759043;22
29534144;31862851;23
29534144;22781583;37
37119411;121258913;28
94;29559271;28
28556858;32194285;27
25153764;41887171;21
65960786;460389;27
22822305;58737741;21
31480508;26750264;34
19542789;43503600;39
25205856;33351123;22
37119411;31969346;29
15755094;41525215;21
60397113;103646103;21
5880263;15755094;21
932;38818986;21
25869828;29559271;20
22798006;67490365;23
41437811;38664418;24
29302425;31862851;28
38683579;54799401;21
78019879;135956994;38
34168005;40020304;29
27797026;41818823;23
25205856;91933860;89
25205856;59570143;44
26750264;39966877;23
25205856;26217154;54
31963425;37684434;20
33134232;34483558;23
34274053;65652356;30
36959676;25421850;22
32342123;63731512;25
40167434;63731512;82
38683579;24565142;37
24089576;36147615;33
38834885;53895352;24
15755094;70034991;27
25205856;60770247;34
36166073;37008294;21
25346844;41053835;35
25232578;998490;20
24098496;24946565;30
24565142;40575907;23
12818778;37119411;27
30975621;38379853;22
87153802;32194285;26
25232578;25205856;52
29559271;40567146;25
12248221;34274053;22
24136539;37119411;27
25205856;24864761;111
26406986;31969346;21
19542789;28556858;21
26127512;26750264;31
38489;27015469;22
40427933;40836944;21
78019879;52735667;22
16466790;65652356;23
25232578;109076216;20
78019879;51206473;43
28627911;33080201;23
932;35642103;22
29518065;33874468;30
29302425;26970810;38
22522055;25117353;27
31480508;52833601;28
94;31516466;53
15755094;25232578;88
29302425;108468;27
63731512;80512191;39
40202469;26217154;21
60246988;80799820;26
31976785;165599758;21
31480508;90552903;28
32342123;68022762;24
29302425;32708863;31
30210603;53006456;25
38834885;41813928;21
25205856;42763042;20
38489;143106820;44
39009769;48210134;20
16466790;76982440;35
29302425;354372;29
37119411;152624627;28
25117353;56106344;23
23626127;24098496;35
37119411;41184973;21
41437811;31935454;27
460389;28556858;20
26307864;30559917;48
73476;26127512;28
33393308;41437811;20
35595350;53845179;24
22798006;33842750;20
31862851;38683579;23
26555975;19542789;22
29559271;59570143;31
25205856;67401618;30
35294456;35595350;25
66687279;83515968;21
29559271;108468;31
38489;10934386;22
33621085;36147615;24
1177;35113021;30
29302425;31805219;33
34378493;36775085;20
148115211;932;20
24089576;15755094;28
34215577;35486626;31
36507793;49388164;26
17655824;31076033;20
78019879;42556983;32
29686754;33118494;24
94;63731512;64
28950133;42811897;21
30525261;32127188;29
25346844;34168005;36
25205856;44674375;32
78019879;135937265;25
37008294;48940689;28
1672730;26841281;24
50409684;29246653;33
44759043;34215577;20
29559271;29348258;23
78019879;90552903;32
29302425;41813928;46
65960786;11982368;21
27315475;63731512;22
25205856;93180780;47
37119411;44409353;22
29302425;34378493;23
36166073;34486229;24
25346844;27121021;41
46252034;47256091;22
22798006;27885374;20
40167434;46252034;25
34118551;37119411;39
28477986;41053835;21
28950133;48512305;21
211437014;22822305;27
25153764;33383239;23
33769500;51189706;27
3551694;50776724;53
36164349;48210134;21
78019879;64497138;27
25189523;41437811;28
5669254;65464437;35
29684347;35486195;26
32194285;53895352;27
346191;28556858;20
30022666;31636785;30
41437811;59570143;31
22822305;48940689;29
29559271;78019879;42
94;36338110;56
19799369;34274053;21
60397113;69295870;29
23626127;27725748;27
26555975;31752409;21
108468;34215577;21
34215577;48940689;35
125004421;17568841;25
1177;27121021;25
41437811;73476;23
32342123;37119411;40
40202469;30525261;26
25421850;26555975;21
38683579;41525215;28
43369725;60511457;28
16466790;35349905;23
31480508;20629724;63
30936477;38683579;38
63731512;23684028;27
35595350;4100014;22
108468;25205856;33
31480508;50348171;23
55155418;63731512;38
28627911;34483558;33
1711;23213239;27
23475118;24713873;23
32939817;37119411;30
32194285;41041067;44
36164349;41053835;23
29684347;41437811;27
23245066;37119411;27
25205856;85393518;21
38683579;1672730;24
38664418;54295855;44
31076033;31969346;24
36166073;27121021;24
31480508;67580761;52
40202469;31920990;24
63731512;54295855;30
26776509;32041317;27
31480508;162729615;20
40427933;4325149;34
346191;34199707;20
54682800;58712172;20
24946565;37119411;28
25117353;45012348;20
23553134;83013121;23
1239834;11283947;21
32041317;46252034;27
28587219;38683579;21
87153802;15755094;20
25117353;29559271;72
58771215;58841246;24
41437811;76982440;54
31480508;106084026;53
23213239;35595350;20
31976785;50409684;42
15755094;27725748;44
34355441;41680212;27
32194285;35294456;34
30559917;34598021;30
37495032;78423275;20
932;148115211;43
22798006;38462835;27
41437811;48006306;25
28627911;36775085;31
29686754;34168005;49
33769500;36326284;21
34483558;35285306;20
38489;38379853;45
31963425;32439535;22
29690457;39009769;23
22822305;25117353;42
24098496;32376169;47
32376169;36507793;20
87153802;76982440;20
20629724;179664673;21
28;25232578;21
50409684;20629724;44
29534144;161516291;22
26858816;28772416;21
3551694;12414096;21
24098496;48512305;20
30525261;39009769;32
29302425;28261334;46
38489;54898645;22
42879402;63731512;22
17568841;34274053;22
30602036;31038184;21
28627911;29178527;20
30447908;39009769;28
32943546;33393308;41
932;47597391;32
31976785;32615394;20
28905875;33338722;23
30666517;147415323;20
26750264;38233726;20
35143550;37119411;20
24136539;25232578;28
25205856;73581821;32
24098496;58737741;31
22798006;79863581;20
29534144;109198561;23
30022666;34118551;30
19542789;30559917;21
63731512;81540170;23
40886007;50348171;24
29302425;87389803;31
29559271;26127512;39
16466790;34866950;23
34747103;40202469;22
25117353;35486626;57
40427933;112510789;20
24086381;43281341;46
38379853;40167434;38
78019879;51254145;62
33769500;26750264;35
35294456;55404958;22
40427933;87153802;24
24565142;32376169;21
65960786;26750264;23
1711;29246653;46
34274053;87389803;23
26750264;35486195;32
38489;29559271;60
29534144;67490365;29
25232578;41813774;21
34215577;27725748;22
27532326;37119411;23
58942429;60021830;31
40202469;33080201;22
33301261;37119411;22
25205856;128254611;31
69589815;34274053;24
29534144;24864761;36
12648877;3551694;23
34215577;42879402;32
24098496;34543413;20
29559271;34486229;24
34215577;44554509;20
25205856;52537634;34
29246653;44781847;23
25205856;154631231;35
28950133;38744784;21
34215577;30022666;56
28627911;29832607;23
31480508;66036248;21
25117353;30559917;43
25205856;53921002;21
12648877;24098496;40
932;62285932;74
40167434;20845272;26
33769500;15548215;21
25346844;41525215;23
36775085;39009769;23
28761941;34483558;26
24098496;41818823;30
38379853;42307767;23
29302425;32015300;30
20225241;28261334;28
29559271;26970810;20
3551694;209972058;27
63731512;25232578;29
40427933;68995594;33
24421364;40567146;21
19542789;74404187;24
73476;32194285;23
29518065;4325149;22
35294456;56106344;21
24713873;34274053;39
35113021;63731512;25
35349905;76982440;24
29559271;32015300;33
11982368;44759043;21
65464437;97242765;34
40202469;30559917;23
39009769;41813928;28
44759043;26555975;22
25679656;40167434;22
4325149;35349905;26
26127512;29559271;38
23482909;25153764;20
37470251;48587079;22
31963425;32194285;38
24098496;12818778;20
15548215;4325149;29
24098496;36959676;37
43281341;60098643;26
27895931;35145657;23
29534144;42496831;50
1672730;15548215;26
63731512;109198561;34
78019879;58737741;46
25205856;85934227;36
34305040;44759043;26
39321576;51254145;24
17655824;36147615;39
40202469;17064412;37
30666517;46252034;22
3551694;7588671;24
29246653;41041067;34
36775802;37008294;20
25817269;38462835;20
25421850;30179770;25
28950133;30022666;67
32194285;48540538;21
26970810;27725748;27
24098496;53782768;53
53824275;63731512;22
32943546;63731512;61
63731512;34116496;28
34305040;38683579;29
28587219;31805219;28
29534144;23553134;69
38489;58737741;25
28905875;30602036;20
37119411;80512191;23
30525261;31752409;21
26750264;32509740;37
31480508;31969346;76
37119411;51890028;22
24098496;32041317;105
36507793;41437811;25
30602036;56106344;30
1672730;50348171;30
29559271;31319658;25
16466790;25232578;20
24098496;28587219;32
40202469;73944353;53
25557243;74404187;43
31480508;46172262;37
45938293;34274053;22
24396213;32194285;21
25336774;39500620;20
24098496;24864761;32
35486195;45938293;20
30559917;45938293;29
31976785;33769500;33
27121021;28981879;23
108468;37119411;76
25153764;42496831;29
31976785;51126445;22
932;131489096;21
25205856;33538623;54
30022666;70409438;29
25205856;41774259;49
28950133;31969346;25
14897324;16945011;20
34215577;25336774;25
23553134;36147615;23
24098496;55404958;21
69589815;54277047;31
30210603;89577971;25
24098496;23316757;20
37119411;91989663;36
42968101;78019879;36
29302425;32041317;68
14897324;63731512;25
22522055;37008294;21
29534144;41814056;30
37119411;54295855;65
30975621;34168005;21
932;76477496;29
33874468;35486626;24
9471321;63731512;23
25153764;31513532;22
24565142;41053835;28
28950133;25117353;40
24098496;38462835;57
29559271;26750264;26
31480508;28261334;38
37495032;49866476;50
59592700;38664418;32
63731512;4569;21
30525261;38683579;50
25205856;25752703;45
30022666;31057217;38
23611958;31545597;22
22798006;11982368;39
34274053;44759043;30
78019879;58425455;95
29534144;26841281;21
69275738;36507793;24
37119411;125004421;35
32041317;46521427;25
57846937;31969346;26
28981879;30559917;25
31976785;25153764;30
22798006;37684434;34
78019879;85330;34
31513532;31545597;22
932;9828339;21
31513532;33489538;20
25557243;63731512;35
25205856;40923474;32
73476;28122932;20
54530371;179664673;27
932;23553134;58
25336774;46252034;21
31935454;76982440;36
31976785;31969346;53
38683579;37008294;25
29302425;63442801;22
33393308;932;24
32194285;37684434;34
40202469;38489;254
37119411;37633522;24
1711;87153802;20
65652356;38664418;37
24098496;25557243;34
27532326;29559271;30
31805219;31963425;32
78019879;26112272;50
1711;31935454;29
22798006;58737741;35
63731512;77988045;30
1711;36164349;22
25205856;29461256;24
24421364;34274053;34
28950133;29559271;73
932;186208863;20
37119411;46172262;38
78019879;92337511;40
40202469;31963425;36
40167434;26217154;21
26858816;48868052;21
60114472;79138567;23
29559271;39500620;20
78019879;26587681;25
32194285;25232578;21
31920990;42109398;24
12648877;33489538;21
54566161;76982440;25
24098496;37160097;22
68995594;32943546;21
27932995;33393308;20
31976785;34300760;21
25557243;31976785;24
25205856;41525215;23
25346844;34116496;27
29534144;91989663;25
25346844;47679753;31
23148107;57846937;34
25205856;39538039;20
15755094;29518065;25
25557243;76982440;27
40427933;118857930;46
32041317;55326998;39
37119411;60114472;41
22798006;20845272;34
19542789;34384434;22
24089576;32127188;40
24098496;70034991;26
78019879;34305040;56
26284064;49388164;21
37119411;24098496;30
25232578;58712172;25
25117353;30022666;55
28587219;28950133;20
460389;262340;21
40202469;64987855;36
31480508;38818986;49
39321576;41813928;24
36166073;42541008;36
36008740;38683579;22
32939817;34483558;20
51126445;78019879;30
31480508;34010064;31
31480508;51189706;34
34274053;44743077;28
74404187;76982440;50
1711;62739999;75
32127188;35486195;24
25205856;48210134;30
26555975;32376169;40
25189523;34199707;22
29559271;41890491;30
34215577;152624627;23
66036248;79138567;25
29559271;33120664;20
29686754;35059398;24
25205856;31817819;89
25421850;34215577;21
51345945;58841246;57
34215577;43215063;25
25205856;27770677;27
30315369;50409684;41
22822305;39321576;23
30022666;182873218;22
12382740;29369218;22
24098496;34384434;46
32041317;91933860;50
29302425;23170931;26
25205856;49439086;33
26555975;15548215;70
29684347;29518065;27
41437811;40167434;47
36047336;39009769;20
25117353;35850939;21
17655824;19542789;34
29832607;63731512;33
36326284;37119411;34
25749497;37119411;29
30022666;31963425;54
34215577;35294456;49
33393308;38818986;21
1711;91050183;24
24098496;39450745;23
12248221;37119411;35
26555975;40886007;41
24098496;45023794;28
50409684;22822305;27
41053835;42811897;26
40335272;48210134;20
50409684;34384434;28
78019879;41818823;34
4325149;34580489;21
30022666;63442801;29
28122932;30022666;24
78019879;11982368;62
25117353;48618580;22
31480508;38834885;45
23626127;36147615;28
25557243;30401645;20
32194285;35154753;24
25117353;37684434;23
48210134;20845272;21
35349905;41813928;22
27895931;34274053;41
36507793;50348171;37
78423275;33538623;22
34215577;35113021;27
25557243;34274053;33
31752409;36184135;22
57846937;20629724;28
78019879;24086381;60
27725748;38683579;42
23213239;29905631;20
932;50348171;35
36775085;74404187;24
29534144;39966877;33
25205856;45091870;28
30666517;24086381;26
25205856;42496831;135
31969346;74404187;26
30210603;54898645;24
25346844;56106344;29
24098496;36507793;63
38489;25117353;35
35349905;63731512;53
50409684;33621085;22
76477496;78019879;25
65652356;227;28
94;58939492;37
3551694;53006456;29
25117353;34274053;77
32194285;34451036;26
36775085;41814056;38
29573241;68995594;27
24098496;30513532;25
36184135;27797026;23
31480508;70228347;23
36184135;46252034;24
23164653;25817269;20
40167434;49840023;22
27797026;31976785;39
78019879;11563048;22
24089576;28950133;26
25205856;31963425;46
1711;34378493;20
32127188;34168005;20
26284064;78423275;23
932;211437014;22
60114472;36507793;31
34215577;32509740;29
32041317;53845179;39
29302425;40316705;25
25205856;23170931;20
29559271;106084026;27
25153764;32041317;25
932;17379212;91
31805219;36047336;21
60114472;78423275;43
49866476;76982440;32
78019879;45059353;41
24098496;25380626;28
38683579;39281167;31
25117353;43879004;20
29534144;44554509;27
78019879;44044055;54
24864761;25153764;20
11982368;1672730;27
24098496;132;21
38818986;91933860;24
1672730;76982440;47
58771215;61021640;23
22798006;31513532;42
38489;27895931;23
37119411;59336460;25
40202469;55387604;21
30447908;34168005;21
29302425;29573241;24
30022666;41774259;34
34274053;55155418;24
29302425;54683887;21
5486;49866476;37
31976785;87389803;29
33393308;147415323;20
29302425;25421850;31
32194285;47696395;23
211437014;34274053;20
24089576;28627911;34
40427933;34215577;52
78019879;35145657;21
36147615;42811897;20
25205856;39500620;27
25817269;29559271;38
78019879;15365973;24
40427933;23553134;55
30022666;42763042;27
26750264;39281167;21
40202469;198885653;45
32041317;20629724;38
25346844;11982368;28
30022666;42541008;34
29518065;32127188;32
60397113;143106820;28
17655824;38744784;23
68022762;95814230;20
29559271;25153764;41
29559271;44759043;50
40427933;15755094;44
25205856;60441836;21
25557243;53845179;23
63731512;90730773;42
25205856;131489096;46
25205856;97902875;23
28627911;30022666;38
120254617;32041317;23
37119411;42556983;22
346191;27725748;26
34866950;36507793;20
24098496;36692222;30
30210603;178600997;23
28627911;32127188;42
30936477;35486195;22
78019879;25752703;43
57354358;64952366;27
51254145;106403873;23
87153802;24098496;35
11283947;36147615;21
1177;29684347;21
28950133;41525215;27
24098496;68995594;81
25817269;30936477;20
25117353;27532326;23
36147615;40575907;23
51345945;24565142;20
12648877;16945011;25
27725748;36775085;26
29534144;35068738;29
17655824;16466790;32
40167434;33393308;29
34215577;4325149;37
25232578;25346844;24
25346844;41538339;39
22798006;24089576;26
34168005;23684028;22
33393308;35595350;30
39009769;42968101;20
32194285;35486626;29
78019879;35349905;27
36507793;40700944;20
63731512;114081286;21
34168005;40182105;22
23213239;42763042;20
28556858;45938293;22
31513532;36507793;24
36166073;11982368;23
34116496;37008294;44
32509740;34116496;25
32041317;33393308;52
29559271;29832607;27
36507793;91453124;21
34378493;38683579;24
25117353;39441344;34
29518065;38683579;47
40202469;107824202;23
24098496;145800770;23
20629724;22079806;21
63731512;83415396;20
5074;27797026;20
38683579;54295855;37
78019879;97882810;36
37119411;43369725;23
11982368;30022666;48
38683579;64980863;21
41437811;41053835;27
29832607;26750264;21
26555975;1980;23
34215577;123695926;27
27725748;39321576;27
38683579;67490365;24
7736865;32041317;23
1711;33769500;40
29684347;32194285;39
1269905;19074642;20
27797026;33393308;32
41437811;31969346;32
25205856;52042915;48
1711;34274053;75
24086381;33113779;36
29686754;35349905;20
4325149;29302425;30
29534144;91933860;83
22798006;41041067;48
31057217;37119411;24
3551694;9828994;27
33874468;68995594;21
42968101;31513532;21
36008740;42092461;22
30666517;59336460;20
38489;7614026;27
37119411;23684028;40
15755094;27098092;22
37119411;45091870;24
30022666;46252034;46
32041317;74404187;71
932;22798006;28
30022666;66687279;33
4325149;25153764;45
26750264;90730773;35
34215577;41053835;44
22822305;46252034;21
40202469;24396213;20
40167434;34116496;26
67580761;37119411;28
33393308;55155418;35
24098496;22798006;52
27917858;36507793;30
25205856;43921957;58
37752959;41813928;27
40202469;1711;24
29716377;65464437;27
34274053;67490365;32
29534144;60511457;31
25817269;26970810;23
1711;53895352;21
29302425;33704958;27
38415798;41813928;20
25346844;26555975;28
24098496;27532326;34
32194285;35145657;26
24098496;25869828;24
32041317;38415798;29
23213239;36507793;31
34215577;44968251;32
22798006;33080201;29
30022666;25117353;55
57876954;76982440;20
11982368;23342771;27
87153802;35595350;25
24136539;31976785;20
25336774;4325149;22
30022666;51048597;32
28950133;33489538;31
4325149;40886007;23
25679656;29302425;24
30022666;38664418;31
108468;31480508;23
29832607;37119411;69
29246653;32509740;27
25205856;73662138;24
34215577;83515968;34
1711;31963425;25
38233726;32194285;28
25346844;30559917;29
23213239;29534144;49
29518065;51189706;20
33874468;63731512;53
24098496;40316705;37
28362355;32194285;21
25205856;70493648;30
11982368;24263942;20
40427933;30602036;34
23626127;35349905;47
34483558;46252034;23
15755094;91933860;24
72296316;78019879;20
15548215;19008613;29
29518065;34305040;20
43369725;60246988;31
346191;25117353;34
32943546;78019879;42
37948240;84221627;21
20629724;38415798;36
65960786;29534144;56
49962921;78019879;63
30748170;48652426;23
48319873;34274053;24
24086381;32643806;28
66036248;132;22
44759043;41813928;27
29559271;35034571;27
41053835;25421850;22
31480508;33874468;29
22741084;25346844;29
29716377;37119411;21
40167434;28950133;22
28261334;31935454;28
29559271;31935454;53
40202469;34168005;23
23553134;35285306;25
4325149;76982440;87
78019879;128254611;21
26555975;20845272;20
15755094;37495032;24
36147615;54295855;21
38818986;74404187;26
1672730;3967881;29
78019879;29832607;21
25205856;99107988;34
35154753;35486195;21
27121021;34274053;27
40202469;198897597;67
8814453;54295855;48
29302425;31057217;31
29534144;41827660;24
25346844;32708863;20
26750264;28587219;23
30525261;41883468;21
24098496;29686754;67
33080201;37911280;23
1672730;33538623;24
53845179;63731512;35
29246653;63731512;52
34274053;36507793;53
5880263;40167434;20
25153764;27211409;38
26555975;77988045;22
29534144;179664673;20
19542789;34116496;30
29559271;31057217;23
2158488;28261334;23
15755094;41890491;22
29534144;54566161;32
30401645;76982440;21
34378493;37119411;36
25205856;65571243;27
29534144;4829;41
38834885;78019879;29
58060828;95985023;27
38489;31480508;43
30022666;25817269;33
932;69563163;30
35294456;32041317;32
31963425;42811897;23
29518065;31428243;22
34215577;63442801;20
38489;122022858;21
38683579;59570143;26
25205856;52526415;38
11982368;30767675;23
29534144;81540170;20
26307864;36775085;22
30210603;34215577;23
78019879;23611958;28
38489;103646103;33
25153764;25232578;31
29559271;34305040;49
37119411;90407517;24
34215577;68995594;40
37119411;35595350;27
26776509;4325149;20
29690457;34116496;27
25205856;31990499;23
28673372;30975621;20
48319873;29302425;25
24086381;31976785;21
34199707;42541008;22
32041317;25205856;44
23213239;15755094;21
31480508;25117353;49
11982368;42496831;26
40202469;79371742;29
29534144;22942343;27
26970810;29686754;30
50409684;34215577;43
26555975;27211409;50
69275738;30022666;22
50409684;72495085;28
25557243;37008294;21
460389;30666517;28
44759043;25153764;34
57846937;67580761;32
30666517;51126445;31
38489;75932344;39
30022666;22822305;24
51254145;182873218;23
38489;38683579;38
26750264;34010064;20
40427933;55236406;39
25205856;38818986;54
12648877;21352492;22
27895931;29518065;23
40202469;49093141;29
63731512;67490365;41
25232578;41171744;20
26776509;38415798;21
16466790;20629724;33
28905875;34215577;21
37119411;39728801;20
23245066;38683579;25
23148107;34274053;35
65464437;69671264;23
33769500;17655824;26
23553134;36507793;69
5880263;35238813;22
36507793;48149358;28
36184135;41883468;27
25153764;34215577;20
26517977;37119411;20
38683579;38772029;21
41437811;54295855;46
34215577;78019879;40
53845179;78019879;28
36941068;41041067;21
28950133;24098496;48
29686754;30022666;41
51254145;68995594;28
112510789;30022666;22
26750264;4325149;30
36775085;37495032;20
29534144;44781847;22
25205856;9325174;41
36184135;31963425;23
25117353;31752409;22
25205856;88497493;32
30210603;41002749;20
30022666;37495032;26
40202469;166490105;28
25153764;36507793;48
49866476;65652356;93
33769500;42968101;25
25336774;79138567;29
29573241;29832607;28
22798006;42307767;25
40202469;32615394;31
94;26389816;29
108468;31976785;23
31636785;41437811;23
35486195;43879004;25
25421850;44759043;27
29690457;32509740;24
932;29354345;27
51254145;36507793;21
25117353;38379853;32
5880263;30936477;21
29559271;32041317;63
20845272;38683579;24
25117353;68995594;33
28950133;33338722;32
29534144;46172262;35
932;16466790;40
25869828;34274053;23
29246653;34137285;22
23626127;31963425;25
29716377;43369725;29
41437811;165838780;20
29832607;56106344;29
29518065;34215577;22
15755094;33393308;57
26555975;50348171;44
32041317;88497493;24
27725748;37119411;77
25205856;15548215;111
55310751;63731512;26
40202469;151624664;29
40202469;40412593;38
30022666;30666517;59
15755094;31935454;38
1711;27121021;22
29559271;29614963;24
34737049;63731512;22
33874468;41437811;24
41437811;59592700;26
25205856;31112617;38
60394803;63731512;21
34215577;42092461;26
1672730;17655824;30
4325149;63731512;71
30022666;38683579;100
20629724;50348171;40
51254145;65652356;34
37160097;55155418;21
15755094;25346844;38
25189523;29302425;40
23464016;37470251;22
29534144;40316705;37
28673372;29178527;22
